"시도별",2020.01,2020.01,2020.02,2020.02,2020.03,2020.03,2020.04,2020.04,2020.05,2020.05,2020.06,2020.06,2020.07,2020.07,2020.08,2020.08,2020.09,2020.09,2020.10,2020.10,2020.11,2020.11,2020.12,2020.12,2021.01,2021.01,2021.02,2021.02,2021.03,2021.03,2021.04,2021.04,2021.05,2021.05,2021.06,2021.06,2021.07,2021.07,2021.08,2021.08,2021.09,2021.09,2021.10,2021.10,2021.11,2021.11,2021.12,2021.12,2022.01,2022.01,2022.02,2022.02,2022.03,2022.03,2022.04,2022.04,2022.05,2022.05,2022.06,2022.06,2022.07,2022.07,2022.08,2022.08,2022.09,2022.09,2022.10,2022.10,2022.11,2022.11,2022.12,2022.12,2023.01,2023.01,2023.02,2023.02,2023.03,2023.03,2023.04,2023.04,2023.05,2023.05,2023.06,2023.06,2023.07,2023.07,2023.08,2023.08,2023.09,2023.09,2023.10,2023.10,2023.11,2023.11,2023.12,2023.12,2024.01,2024.01,2024.02,2024.02,2024.03,2024.03,2024.04,2024.04,2024.05,2024.05,2024.06,2024.06,2024.07,2024.07
"시도별",원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률,원데이터,전월 대비 증감률
"전국",100.09,0.4,100.16,0.1,99.94,-0.2,99.50,-0.4,99.44,-0.1,99.71,0.3,99.63,-0.1,100.19,0.6,100.74,0.5,100.18,-0.6,100.09,-0.1,100.33,0.2,101.04,0.7,101.58,0.5,101.84,0.3,101.98,0.1,102.05,0.1,102.05,0.0,102.26,0.2,102.75,0.5,103.17,0.4,103.35,0.2,103.87,0.5,104.04,0.2,104.85,0.8,105.42,0.5,106.10,0.6,106.83,0.7,107.50,0.6,108.21,0.7,108.73,0.5,108.63,-0.1,108.82,0.2,109.16,0.3,109.07,-0.1,109.26,0.2,110.07,0.7,110.33,0.2,110.52,0.2,110.77,0.2,111.13,0.3,111.16,0.0,111.29,0.1,112.28,0.9,112.85,0.5,113.27,0.4,112.68,-0.5,112.73,0.0,113.17,0.4,113.78,0.5,113.95,0.1,114.01,0.1,114.10,0.1,113.84,-0.2,114.13,0.3
